"","tweet","sentiment"
"1821","qatar world cup schedule match dates daily start times group stage games ecuador face hosts","neutral"
"1822","excellent exchange sheikh important nonproliferation amp regional issues nuclear safety","positive"
"1823","really wanna go everyone knew qatar awarding world cup guess","neutral"
"1824","child born ghanaian refugee camp raised canada soccer ball now international star qatar","neutral"
"1825","dont care world cup think football stupid care human rights pe","negative"
"1826","qatar world cup last week tonight john oliver hbo via","neutral"
"1827","think halo effect roy keanes commentsi think applauded much","neutral"
"1828","niclas fuellkrug saved day scoring late salvage point","neutral"
"1829","fifa made complete collection can found","neutral"
"1830","israelis shunned qatar world cup welcome jerusalem post","neutral"
"1831","legendary somali social media star sheikh dabcasar showcases football soccer skills hinterlands","positive"
"1832","qatari ministry interior building decorated dazzling light shows tell stories qatars past pre","positive"
"1833","watch tunisian football fans raised huge free palestine flag match tunisia australia world","positive"
"1834","moroccos victory major upset tournament enthusiastically celebrated fans moroccan imm","positive"
"1835","germany get knocked belgium beaten many croatia score qatar world cup","neutral"
"1836","just young african boy making dreams reality every little boys dreams one day go world cup grateful","positive"
"1837","world cup certainly proving best far ramifications regardless especially comes","positive"
"1838","eventful year god kind amp merciful afcon cameroon womens afcon morocco","positive"
"1839","excl gay man qatar reveals lured hotel room dating app arrived qatari officials","neutral"
"1840","qataris xenophobic max qatar gov paid governments islamic repu","neutral"
"1841","germany equals spain germany follow coverage","neutral"
"1842","nike adidas made billions selling football kits balls using cheap labour international firms","negative"
"1843","hey folks just life lies watched porn involving lgbt people boycott q","negative"
"1844","ola alfares tv presentor works al jazeera lawyer journalist amp second followed jordanian woman t","positive"
"1845","fifa world cup getting hotter hotter day day atmosphere qatar electric since tour","neutral"
"1846","pitch world cup qatar sure","neutral"
"1847","qatar focused football instead politics maybe managed grab atleast","neutral"
"1848","spark road qatar everybody know fifa christian williams th","neutral"
"1849","fifa official guide keir radnedge guide covers every aspect tournamen","neutral"
"1850","guide books traveling qatar watch world cup","neutral"
"1851","never give dreams nothing can stop specific dreams fulfill best luck","positive"
"1852","rwandan referee salima mukansanga chosen officiate fifa world cup qatar now fi","neutral"
"1853","iran lodges protest fifa us soccer flag post qatar world cup news","negative"
"1854","former premier league stars john terry wayne bridge awkward reunion qatar","neutral"
"1855","bill ted went world cup theyd fly air qatar","neutral"
"1856","rainbows powerful dangerous security personnel intervene keep qatari stadiums","neutral"
"1857","iran lodges protest fifa us soccer flag post qatar world cup news","negative"
"1858","iran lodges protest fifa us soccer flag post qatar world cup news","negative"
"1859","indian naval officers just spying israel qatar also planning attack amp disrupt fi","negative"
"1860","iranian authorities worked qatar suppress antiregime expressions ongoing fifa world cup","neutral"
"1861","wonder fifa still thinks good idea award world cup tournament qatar lgbtq illegal","positive"
"1862","summary day germany complicated go round canada leftout","negative"
"1863","fifa world cup time will taking home glory comment world cup winner like retweet post","positive"
"1864","yes want anyways world cup held qatar s","neutral"
"1865","former premier league stars john terry wayne bridge awkward reunion qatar","neutral"
"1866","west raises issues advance interests even care enough see soc","positive"
"1867","saudi arabia beat argentina japan beat germany morocco beat golden generation belgium fair square world cup","positive"
"1868","saudi building neom city gt billion qatar invested gt billion infrastructure las","neutral"
"1869","fllkrug scored first goal world cup today age years days never stop chasing","neutral"
"1870","photos world cup like qatar","positive"
"1871","switch tv watch football match expect focus football instead hear lineker amp co e","neutral"
"1872","games losses poetic justice stealing world cup shithole qualified play","neutral"
"1873","joe lycett made headlines last week appearing shred money response david beckham refusing th","negative"
"1874","fans problem years world cup host qatar via seriou","neutral"
"1875","palestinian rage qatars massive spending world cup","negative"
"1876","qatar croatia v canada world cup kramaric double fires croatia canada crash croatia got world","negative"
"1877","qatar world cup update sky blue tint","neutral"
"1878","just watched last week tonight john oliver x qatar world cup","neutral"
"1879","beautiful flag qatar world cup love palestine","positive"
"1880","katyusha sounded world championships qatar local orchestra performed song match despit","neutral"
"1881","jill scott openly lesbian footballer winning made even poignant antigay laws qatar","positive"
"1882","fifa spain hold germany draw rudigers firsthalf header ruled offside","neutral"
"1883","full disclosure game didnt happen hit wall games days much sleep went f","neutral"
"1884","england vs wales game heats brawl fans game qatar","positive"
"1885","authorities worked suppress antiregime expressions ongoing fifa world cup th","neutral"
"1886","world cup update","neutral"
"1887","world cup football tuesday lounge wales v england pm open pm will also","neutral"
"1888","photos fullkrugs late goal earns germany draw spain qatar world cup news","neutral"
"1889","didnt say wasnt doesnt change stance qatar take im just thankful live","positive"
"1890","storm lgbt rights just one political stories come world cup also protests iranian team","negative"
"1891","football fans raise palestine flag spain vs germany world cup match qatar","positive"
"1892","arab international masses dealt israeli media world cup qatar","neutral"
"1893","fifa world cup kicks today qatar coincides announcement global population now billion","neutral"
"1894","iran coordinated qatar suppress opposition world cup","negative"
"1895","moments fifa world cup spain vs germany al bayt stadium doha","neutral"
"1896","emiliano martinez hailed lionel messi making everything easier forward ignited argentinas","positive"
"1897","world cup casemiro key brazils hopes qatar gilberto silva","neutral"
"1898","small park airconditioned paths apt illustration world cup host qatars answers far risin","neutral"
"1899","anytime right time humanity anyplace right place humanity weve seen fifa support","positive"
"1900","qatari ministry interior building decorated dazzling light shows tell stories qatars pa","positive"
"1901","kamal miller loser shoving luka modri around lose","negative"
"1902","goal germany fifa world cup fifa world cup spain vs germany","neutral"
"1903","qatar won world cup bid fair square","positive"
"1904","emiliano martinez hailed lionel messi making everything easier forward ignited argentinas","positive"
"1905","qatar hosting world cup every nation","neutral"
"1906","world cup host qatar already knocked two games","neutral"
"1907","ap photos qatar bustles traditional tourist stops","neutral"
"1908","speak everyone say qatar winning world cup","positive"
"1909","airconspiracy englands failure beat usa qatar world cup football fans blame air conditioning system","negative"
"1910","alphonso davies scores canadas first world cup goal take lead croatia live updates","positive"
"1911","im selling official fifa world cup collectible stickers qatar world cup sticker album","neutral"
"1912","controversy","negative"
"1913","corruption exists every country countries havent bought world","negative"
"1914","qatar world cup panem et circenses","neutral"
"1915","canada scores first goal entire history world cup againstcroatia","neutral"
"1916","according first paragraph th chapter fifa statutes united states banned","neutral"
"1917","know argument world cup shouldnt held disagree remain optimistic can force","neutral"
"1918","will still impact player performance will t","neutral"
"1919","jung kook dreamers fifa opening ceremony via","negative"
"1920","shamsi retracts qatar world cup amp double standards many speakers corner","neutral"
"1921","really dont understand place like qatar hosting world cup","positive"
"1922","happy sunday gnomers today gnomes just recline unwind recommend well besides todays t","positive"
"1923","want say qatar needs steal organise world cup thats hilarious qata","neutral"
"1924","qatar world cup officials entertained ghana black stars players dancing shatta wale songs camp","neutral"
"1925","andy vermaut sharesat saudiqatari border calm gives way giddy world cup excitement washington post","positive"
"1926","hugo lloris says late pressure controversial qatar ahead frances world cup campaign","negative"
"1927","many migrant workers died qatar know human cost world cup","negative"
"1928","qatar world cup part","neutral"
"1929","qatar world cup part","neutral"
"1930","world cup spain wins newsx","positive"
"1931","musicians play katyusha qatar world cup","neutral"
"1932","say israel exist thing can think talk world cup israel t","neutral"
"1933","wish went qatar year world cup dont think theyll ever host muslim country","neutral"
"1934","controversy around world cup qatar led footballers looking ways speak injustic","neutral"
"1935","used hardcore football fan watched minute yet p","neutral"
"1936","watch world cup chanells movies series good quality dm free trial","positive"
"1937","ahead world cup bishop calls critical look situation christians qatar ahead w","negative"
"1938","watching qatar spend billions enslave kill thousands host world cup oil gas exec cant","negative"
"1939","years largest blunder allow qatar host world cup swedish medias focus johan pehrson said","negative"
"1940","fifa monday november pm al janoub stadium cameroon vs serbia pm education ci","neutral"
"1941","clear example alcohol banned qatar world cup","positive"
"1942","well qatar best wc ever seen world revolve","positive"
"1943","cho gue sung south korea fifa edit montage","neutral"
"1944","germany salvages draw spain world cup hopes still hang balance","negative"
"1945","inspired fifa","neutral"
"1946","world cup offers opportunity address human rights issues qatar arab states","negative"
"1947","world cup western cup everyones culture everyones culture","neutral"
"1948","fifa will penalize cameroon national team midfielder gael ondua russian citizenship wearing boots th","negative"
"1949","world cup played middle desert arabian peninsula hasnt always arid hap","negative"
"1950","female reporter argentina robbed air reported live among crowd fans celebrating worl","positive"
"1951","germany salvages draw spain world cup hopes still hang balance","negative"
"1952","jill scott openly lesbian footballer winning made even poignant antigay laws","positive"
"1953","billion world cup qatar gt world hunger homelessness","neutral"
"1954","many migrant workers died qatar know human cost world cup","negative"
"1955","french reporter asked first impression qatar replied lots mosques","neutral"
"1956","germany live fight another day securing draw versus group leaders spain remember download csport t","neutral"
"1957","much qatars world cup hotels rooms shortage","negative"
"1958","much qatars world cup hotels rooms shortage","negative"
"1959","germany salvages draw spain world cup hopes still hang balance","negative"
"1960","lionel messi revealed sons mateo thiago reacted argentinas loss saudi arabia first","negative"
"1961","race riots brussel amp amestrdam just beginning amp fallouts qatars world cup rather qatar","neutral"
"1962","wonderful victory belgium moroccan player prostrated ground ongoing fi","positive"
"1963","westerners qatar world cup boring beer lgbtq","negative"
"1964","qatar hosting amazing world cup props im enjoying much","positive"
"1965","theres fan tells israel reporter welcome","positive"
"1966","become full measure greatness lack thereof netflix documentary qatar world cup","neutral"
"1967","qatar current host world cup people immigrants high proportion foreign workers","neutral"
"1968","spain will winner qatar world cup","positive"
"1969","cnn news germany get knocked belgium beaten many croatia score qatar world cup","neutral"
"1970","ahead world cup bishop calls critical look situation christians qatar ahead w","negative"
"1971","zhengzhou factory workers want make iphones guangzhou theyre also done zero covid lockdowns beijin","neutral"
"1972","photos fullkrugs late goal earns germany draw spain qatar world cup news","neutral"
"1973","according first paragraph th chapter fifa statutes united states banned","neutral"
"1974","israelis shunned qatar world cup welcome","neutral"
"1975","many migrant workers died qatar know human cost world cup","negative"
"1976","kansas city toprated tv market usa vs england qatar kc far smallest market hosting","neutral"
"1977","qatar suspended world cup along country","neutral"
"1978","nothing beats fatherson trip world cup","neutral"
"1979","criticisms qatar world cup tended feature mix white supremacy orientalism dubb","neutral"
"1980","watch mindblowing truth qatar world cup modernday slavery bribery shame","negative"
"1981","just many nonessential staff actually qatar cover world cup many job home","neutral"
"1982","world cup football tuesday lounge wales v england pm open pm will al","neutral"
"1983","japanese team able win world cup qatar let games begin","positive"
"1984","switzerland vs cameroon live stream fifa tv channel watch online start time","neutral"
"1985","fake qatar doesnt stadium fifa world cup looks like","neutral"
"1986","spain germany faced world cup held qatar group fans held pictures former player","positive"
"1987","carried jersey backpack picture pocket im qatar father wonder","positive"
"1988","eric adams fleeing errrflying greece antisemitism summit qatar world cup research","negative"
"1989","watch arab brazilian world cup fans take part epic danceoff outside lusail stadium qatar","positive"
"1990","portugal vs uruguay predictions betting tips highest odds lineups watch free bets","positive"
"1991","croatian nationalists chant borjan ustae fifa world cup qatar referring pronazi satelli","neutral"
"1992","qatar spent well billion flawed world cup","neutral"
"1993","qatar organized best world cup largest number fans world cup qatar","positive"
"1994","ghanaian singer sista afia promises go nakd come live fans black stars ghana score portugal","positive"
"1995","gays welcome qatar clearly says dont promote shit like muslims going","positive"
"1996","much qatars world cup hotels rooms shortage","negative"
"1997","goal fifa germany niclas fullkrug","neutral"
"1998","qatar world cup morocco pull new upset belgium humbled","negative"
"1999","celebrate world cup qatar new users register now will get free sign get","positive"
"2000","celebrate world cup qatar new users register now will get free sign get","positive"
"2001","just posted photo qatar world cup","neutral"
"2002","germany salvages draw spain world cup hopes still hang balance gt","negative"
"2003","even world cup taking place qatar first place","neutral"
"2004","goal fifa spain alvaro morata","neutral"
"2005","money behind expensive world cup history qatar numbers amount obscene hundred","negative"
"2006","germany salvages draw spain world cup hopes still hang balance","negative"
"2007","joe brolly roy keane hailed nelson mandela yet world cup qatar","neutral"
"2008","qatar islamic republics coordination world cup","neutral"
"2009","bisl joe lycetts impact lgbt charities people david beckham stunt metro uk joe lycetts impact","negative"
"2010","world cup reading fans qatar show baba rahman love","positive"
"2011","laccioland insta post jungkook world cup opening ceremony day qatar","neutral"
"2012","teams disqualified world cup qatar","neutral"
"2013","look guys complaining getting interviews qatar world cup wonde","negative"
"2014","world cup underdog qatar","negative"
"2015","called bread amp circus supposed distraction politics","negative"
"2016","lmao qatar came last place world cup","neutral"
"2017","germany lost japan spain defeated costa rica costa rica defeated japan germany drew spain group e o","positive"
"2018","total costs hosting fifa world cup tournament qatar b russia b brazil b","neutral"
"2019","stream buy dreamers youtube spotify apple","neutral"
"2020","much hatred towards one talking real problems like kafala sys","negative"
"2021","can please check activities called journalist needs de","neutral"
"2022","argentina can one speak qatar world cup ab","neutral"
"2023","dont really care world cup seeing qatar eliminated st earliest exit host","neutral"
"2024","world cup casemiro key brazils hopes qatar gilberto silva host na","neutral"
"2025","american football team expelled qatar world cup according first paragraph th","neutral"
"2026","focus even though team","neutral"
"2027","well done qatar youve turned world cup free presbyterian wedding","positive"
"2028","creative director choreographer laccioland published instagram account several photos videos o","positive"
"2029","celebrate world cup qatar new users register now will get free sign get","positive"
"2030","iran coordinated qatar suppress opposition world cup","negative"
"2031","icymi youre going another country respect particular customs dont respect","positive"
"2032","iranian authorities worked qatar suppress antiregime expressions ongoing fifa world cup gulf","neutral"
"2033","well spending get world cup qatar","positive"
"2034","iran coordinated qatar suppress opposition worldcup","negative"
"2035","iran coordinated qatar suppress opposition worldcup","negative"
"2036","qatar world cup","neutral"
"2037","qatar controversial host nation years recently kickedoff world cup saw property sales dip re","negative"
"2038","can quite imagine fifas blunders corruption actually creating another war im embarrassed country","negative"
"2039","live question week mean see canada world cup concerned qatar","negative"
"2040","germany cover mouths game spain theyve decided focus football f","neutral"
"2041","qatars women cant work study travel without mans permission wheres armband everyone else agoni","positive"
"2042","crazy qatar made staduims world cup made people build pa","negative"
"2043","alert justice net worth million","positive"
"2044","buying world cup bid bn totally shit priceless","neutral"
"2045","sensationalism yes say world cup riots erupt someone doesnt know much theyd just think","neutral"
"2046","queen","neutral"
"2047","end day making amount money construction boom gulf ar","positive"
"2048","bizarrely ironic england took knee last night memory appalling murder george floyd whilst","negative"
"2049","yes happening qatar world cup","neutral"
"2050","re asking government america santion liberian government including president george wea","neutral"
"2051","soccer matches world cup qatar serbia brazil portugal","neutral"
"2052","humbly ask stand womans rights usmnt didnt choose q","neutral"
"2053","usas problem iran isnt politics dont know win eric wynalda","neutral"
"2054","photos fullkrugs late goal earns germany draw spain qatar world cup news","neutral"
"2055","photos fullkrugs late goal earns germany draw spain qatar world cup news","neutral"
"2056","conversation world cup puts spotlight qatar also brings attention human rights record p","neutral"
"2057","germany lost japan spain defeated costa rica costa rica defeated japan germany drew spain gr","positive"
"2058","qatar bans english world cup fans dressing crusaders deem outfits offensive muslims","neutral"
"2059","remakable people japan fans win praise stadium cleaning world cup qatar world cup al jazeera","positive"
"2060","fifa now well way match hospitality collaboration ministry pu","positive"
"2061","riots erupt belgian dutch cities morocco pull world cup upset beating belg","negative"
"2062","world cup office views argentina fans next level never seen anything like completely dwarf sup","positive"
"2063","qatar spent billion world cup gdp just b investment money pit catalyst","neutral"
"2064","octopus ai predicting results games qatar world cup","neutral"
"2065","russia china iran now qatar revolution televised live","neutral"
"2066","hosts qatar already won hearts fans despite relentless criticism faced especially fro","neutral"
"2067","qatar allowing irans current flag world cup stadiums security guards confiscate iranian flags","neutral"
"2068","germany salvages draw spain world cup hopes still hang balance","negative"
"2069","iran coordinated qatar suppress opposition world cup","negative"
"2070","qatar built expensive world cup ever","negative"
"2071","problem focuse world cup wich werid support considering qatar mas","neutral"
"2072","breaking rules buying world cup host now crying people play r","negative"
"2073","stadium one qatars stadiums will disassembled world cup named b","neutral"
"2074","north african world cup flags waved chants around streets qatar fans morocco turni","positive"
"2075","germany boss hansi flick worried world cup confidence crisis despite late spain draw","negative"
"2076","team canada coach john herdman reacts canada eliminated croatia world cup qatar","neutral"
"2077","real though seen football fans world cup right now boycott qatar win","positive"
"2078","another day mass protests china youd get glance weibos top trending list almost","neutral"
"2079","moroccan fans raise free palestine flag morocco vs belgium world cup match qatar","positive"
"2080","fifa tickets amp schedules available now tickets selling extremely fast secure team","positive"
"2081","joe lycett made headlines last week appearing shred money response david beckham","neutral"
"2082","friday teams doctor revealed neymar miss mondays clash switzerland","negative"
"2083","makes feel better id say broadcasters mispronouncing qatar since n","positive"
"2084","world cup anthem qatar","neutral"
"2085","meet women referees world cup","neutral"
"2086","told justified outrage racistorientalist undertones characte","negative"
"2087","israel liberal democracy entire mena region qatar repressive regime bribed","negative"
"2088","someone take qatar need experience world cup first hand","neutral"
"2089","world cup havertz azpilicueta unused subs draw kai havertz cesar azpilicueta watched","neutral"
"2090","harry maguire v usa fifa world cup qatar th november","neutral"
